65,57,310,57,310,80,65,80,PERNIAGAAN ZHENG HUI
139,84,235,84,235,99,139,99,JM0325955-V
94,102,278,102,278,121,94,121,NO.59 JALAN PERMAS 9/5
82,121,295,121,295,141,82,141,BANDAR BARU PERMAS JAYA
111,142,265,142,265,160,111,160,81750 JOHOR BAHRU
67,163,192,163,192,182,67,182,TEL : 07-386 7524
209,159,334,159,334,179,209,179,FAX : 07-386 3793
117,183,286,183,286,203,117,203,GST NO : 000800589824
103,214,300,214,300,234,103,234,SIMPLIFIED TAX INVOICE
9,243,281,243,281,263,9,263,GOGIANT ENGINEERING (M) SDN BHD
9,273,174,273,174,294,9,294,RECEIPT #: CS00084670
8,299,95,299,95,316,8,316,SALESPERSON:
251,295,365,295,365,313,251,313,DATE: 09/03/2018
10,317,115,317,115,335,10,335,CASHIER: USER
251,317,349,317,349,334,251,334,TIME: 08:49:00
262,350,297,350,297,366,262,366,(RM)
341,347,374,347,374,366,341,366,(RM)
10,373,42,373,42,387,10,387,ITEM
210,369,235,369,235,384,210,384,QTY
264,367,296,367,296,381,264,381,RSP
318,367,375,367,375,380,318,380,AMOUNT
11,393,54,393,54,409,11,409,10273
219,389,227,389,227,403,219,403,1
258,388,303,388,303,402,258,402,170.00
330,385,374,385,374,401,330,401,170.00
11,408,291,408,291,429,11,429,SR: 14" TRU-CUT CUTTING DISC (1 PC)
10,438,46,438,46,452,10,452,2547
219,435,227,435,227,448,219,448,1
261,432,299,432,299,447,261,447,35.00
338,431,375,431,375,445,338,445,35.00
11,454,286,454,286,474,11,474,SR: KOBELCO G-12#(2.6MM) WELDING
13,483,54,483,54,497,13,497,12133
217,479,229,479,229,492,217,492,2
265,477,296,477,296,492,265,492,7.50
339,475,377,475,377,491,339,491,15.00
12,500,220,500,220,520,12,520,SR: CS 3" (750) PAINT BRUSH
13,526,55,526,55,542,13,542,10157
218,523,230,523,230,537,218,537,2
267,521,296,521,296,536,267,536,5.50
340,520,377,520,377,534,340,534,11.00
13,544,220,544,220,563,13,563,SR: CS 2" (750) PAINT BRUSH
14,571,55,571,55,587,14,587,12131
220,568,229,568,229,583,220,583,1
267,567,297,567,297,581,267,581,3.50
347,565,379,565,379,579,347,579,3.50
13,589,246,589,246,608,13,608,SR: CS 1-1/2" (750) PAINT BRUSH
13,615,123,615,123,632,13,632,9555752615725
221,614,229,614,229,628,221,628,1
263,612,302,612,302,626,263,626,25.00
339,610,379,610,379,625,339,625,25.00
13,631,372,631,372,653,13,653,SR:2" LAMBWOOL YANDA ROLLER REFIL - 20 PCS
13,662,48,662,48,678,13,678,2226
221,659,230,659,230,673,221,673,1
267,658,297,658,297,671,267,671,6.00
348,655,378,655,378,670,348,670,6.00
14,678,270,678,270,696,14,696,SR: DIAMOND COTTON GLOVE 8104
14,706,48,706,48,719,14,719,3679
220,702,232,702,232,715,220,715,5
269,702,299,702,299,715,269,715,1.00
349,699,379,699,379,713,349,713,5.00
13,720,297,720,297,741,13,741,SR: 10# WELDING GLASS (BLACK) 1PCS
14,751,50,751,50,765,14,765,3680
219,747,236,747,236,762,219,762,10
268,746,298,746,298,759,268,759,0.30
349,744,379,744,379,758,349,758,3.00
14,769,265,769,265,786,14,786,SR: WELDING GLASS (CLEAR) 1 PC
14,793,123,793,123,810,14,810,9555058800696
221,792,232,792,232,806,221,806,2
268,791,299,791,299,805,268,805,8.00
343,789,379,789,379,804,343,804,16.00
14,811,339,811,339,830,14,830,SR: AEC BROOM NO.5110# C/W IRON HANDLE
15,840,49,840,49,854,15,854,6891
222,837,232,837,232,851,222,851,2
266,836,304,836,304,850,266,850,12.00
341,834,381,834,381,849,341,849,24.00
15,855,359,855,359,877,15,877,SR: S/STEEL DUST PANL C/W HANDLE 23 X 28 X
53,882,123,882,123,897,53,897,TOT QTY:
142,881,160,881,160,894,142,894,28
333,876,379,876,379,891,333,891,313.50
69,922,289,922,289,944,69,944,(EXCLUDED GST) SUB TOTAL (RM) :
329,920,376,920,376,936,329,936,313.50
178,950,289,950,289,966,178,966,DISCOUNT (RM) :
345,948,375,948,375,960,345,960,0.00
171,976,290,976,290,992,171,992,TOTAL GST (RM) :
338,973,375,973,375,987,338,987,18.81
144,1004,292,1004,292,1023,144,1023,ROUNDING (RM) :
332,1000,375,1000,375,1018,332,1018,-0.01
184,1030,293,1030,293,1048,184,1048,TOTAL (RM) :
318,1027,376,1027,376,1044,318,1044,332.30
223,1057,293,1057,293,1072,223,1072,CASH :
318,1054,377,1054,377,1070,318,1070,332.30
163,1080,291,1080,291,1101,163,1101,CHANGE (RM) :
339,1078,377,1078,377,1094,339,1094,0.00
17,1138,167,1138,167,1158,17,1158,GST SUMMARY
27,1176,101,1176,101,1191,27,1191,TAX CODE
161,1172,175,1172,175,1189,161,1189,%
228,1172,290,1172,290,1187,228,1187,AMOUNT
343,1170,377,1170,377,1185,343,1185,GST
30,1195,54,1195,54,1210,30,1210,SR
164,1193,175,1193,175,1207,164,1207,6
239,1192,289,1192,289,1207,239,1207,313.50
337,1190,377,1190,377,1205,337,1205,18.81
127,1220,176,1220,176,1237,127,1237,TOTAL :
239,1218,289,1218,289,1235,239,1235,313.50
337,1217,377,1217,377,1233,337,1233,18.81
61,1261,337,1261,337,1280,61,1280,GOODS SOLD ARE NOT RETURNABLE.
154,1284,243,1284,243,1298,154,1298,THANK YOU.
