183,280,1518,280,1518,380,183,380,UNIHAKKA INTERNATIONAL SDN BHD
608,373,1105,373,1105,447,608,447,07 MAY 2018 18:21
706,454,1022,454,1022,527,706,527,(867388-U)
290,531,1439,531,1439,618,290,618,12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN
421,619,1296,619,1296,698,421,698,TAMPOI,81200 JOHOR BAHRU,JOHOR
674,694,1052,694,1052,774,674,774,TAX INVOICE
133,779,966,779,966,859,133,859,INVOICE # : OR18050702170462
141,919,256,919,256,977,141,977,ITEM
142,998,1094,998,1094,1072,142,1072,SR I00100000035- 1 MEAT + 3 VEGE
149,1103,299,1103,299,1168,149,1168,$7.10
148,1206,1124,1206,1124,1289,148,1289,SR I00100000170- IMPORTED VEGGIES
153,1321,306,1321,306,1387,153,1387,$1.60
1086,1427,1615,1427,1615,1507,1086,1507,TOTAL AMOUNT: $8.70
1150,1516,1626,1516,1626,1593,1150,1593,GST @6%: $0.49
1182,1593,1623,1593,1623,1672,1182,1672,NETT TOTAL: $8.70
159,1739,561,1739,561,1815,159,1815,PAYMENT MODE
164,1849,343,1849,343,1904,164,1904,CASH
154,1919,379,1919,379,2004,154,2004,CHANGE
1455,1805,1625,1805,1625,1865,1455,1865,$8.70
1470,1889,1625,1889,1625,1958,1470,1958,$0.00
162,2129,507,2129,507,2185,162,2185,GST SUMMARY
177,2217,521,2217,521,2278,177,2278,SR = GST @6%
550,2321,1252,2321,1252,2395,550,2395,GST REG #000656195584
434,2404,1372,2404,1372,2481,434,2481,BAR WANG RICE@PERMAS JAYA
584,2489,1234,2489,1234,2564,584,2564,(PRICE INCLUSIVE OF GST)
560,2572,1260,2572,1260,2642,560,2642,THANK YOU & COME AGAIN!
474,2652,1329,2652,1329,2729,474,2729,LIKE AND FOLLOW US ON FACEBOOK!
526,2736,1288,2736,1288,2812,526,2812,FACEBOOK.COM/BARWANGRICE
605,906,708,906,708,975,605,975,QTY
1455,877,1608,877,1608,945,1455,945,TOTAL
618,1092,645,1092,645,1161,618,1161,1
1449,1066,1606,1066,1606,1129,1449,1129,$7.10
619,1311,653,1311,653,1374,619,1374,1
1449,1282,1610,1282,1610,1347,1449,1347,$1.60
918,2112,1155,2112,1155,2168,918,2168,AMOUNT($)
1478,2092,1631,2092,1631,2157,1478,2157,TAX($)
1055,2199,1149,2199,1149,2255,1055,2255,8.21
1531,2189,1629,2189,1629,2237,1531,2237,0.49
