522,113,956,113,956,180,522,180,TAX INVOICE
493,204,1013,204,1013,266,493,266,DONINO'S PIZZA
250,307,1248,307,1248,389,250,389,GST REF NO : 001694261248
112,412,1383,412,1383,486,112,486,DOMINO'S PIZZA TAMAN UNIVERSITI
33,497,1468,497,1468,582,33,582,30, JLN KEBUDAYAAN 7, TMN UNIVERSITI
361,600,1138,600,1138,674,361,674,81300 SKUDAI, JOHOR
-16,951,542,951,542,1015,-16,1015,CARRY OUT NOW
900,940,1385,940,1385,1009,900,1009,PAY BY : CASH
2,1202,217,1202,217,1263,2,1263,ORDER
441,1189,663,1189,663,1266,441,1266,: 1131
892,1189,996,1189,996,1260,892,1260,BY
1117,1172,1541,1172,1541,1256,1117,1256,:WEB_30503
-9,1297,408,1297,408,1361,-9,1361,ORDER TIME
442,1288,810,1288,810,1345,442,1345,: 10:52:09
900,1285,1070,1285,1070,1342,900,1342,DATE
1106,1276,1489,1276,1489,1333,1106,1333,:08/05/18
2,1440,724,1440,724,1501,2,1501,NAME: MS JOAN WONG
1,1532,855,1532,855,1607,1,1607,PICKUP TIME: 11:07:09
-4,1711,337,1711,337,1777,-4,1777,QTY MENU
448,1706,636,1706,636,1763,448,1763,DESC
700,1690,962,1690,962,1771,700,1771,COUPON
1040,1690,1225,1690,1225,1754,1040,1754,DISC
1319,1688,1531,1688,1531,1749,1319,1749,PRICE
39,1849,80,1849,80,1908,39,1908,1
162,1838,337,1838,337,1899,162,1899,6"HT
421,1838,576,1838,576,1915,421,1915,(KB)
704,1831,1023,1831,1023,1898,704,1898,WTUE1A-I
1292,1821,1514,1821,1514,1892,1292,1892,15.60
1084,2013,1255,2013,1255,2063,1084,2063,8.90
1299,2006,1501,2006,1501,2060,1299,2060,15.60
-6,2146,455,2146,455,2203,-6,2203,TOTAL ITEMS
865,2144,905,2144,905,2184,865,2184,:
5,2259,375,2259,375,2316,5,2316,SUB-TOTAL
864,2258,891,2258,891,2306,864,2306,:
1148,2242,1345,2242,1345,2299,1148,2299,15.60
5,2369,601,2369,601,2433,5,2433,COUPON DISCOUNT
862,2372,909,2372,909,2426,862,2426,:
1184,2356,1359,2356,1359,2427,1184,2427,8.90
3,2482,440,2482,440,2553,3,2553,GRAND TOTAL
852,2487,906,2487,906,2537,852,2537,:
1188,2467,1346,2467,1346,2528,1188,2528,6.70
-2,2611,297,2611,297,2672,-2,2672,PAYMENT
871,2604,887,2604,887,2655,871,2655,:
1144,2591,1352,2591,1352,2648,1144,2648,50.00
4,2722,401,2722,401,2793,4,2793,CHANGE DUE
865,2725,895,2725,895,2765,865,2765,:
1139,2705,1349,2705,1349,2758,1139,2758,43.30
1,2833,122,2833,122,2900,1,2900,*6%
156,2837,651,2837,651,2896,156,2896,GST INCLUDED
1435,4778,1476,4778,1476,4842,1435,4842,1
865,2840,895,2840,895,2887,865,2887,:
1171,2816,1353,2816,1353,2877,1171,2877,0.38
142,3018,1352,3018,1352,3079,142,3079,SUPPORT OUR SMILE CAMPAIGN : )
334,3139,1171,3139,1171,3200,334,3200,DID WE SMILE AT YOU?
462,3236,1033,3236,1033,3292,462,3292,LET US KNOW AT
230,3328,1264,3328,1264,3395,230,3395,WWW.DOMINOS.COM.MY/SMILE AND
21,3418,1510,3418,1510,3492,21,3492,RECEIVE A 30% OFF SIDE ITEM E-COUPON
304,3522,1192,3522,1192,3593,304,3593,UPON SURVEY SUBMISSION
179,3620,1305,3620,1305,3697,179,3697,SURVEY CODE: WBE080740082052
55,3768,1329,3768,1329,3839,55,3839,THANK YOU FOR VISITING DOMINO'S.
330,3856,1052,3856,1052,3926,330,3926,PLEASE COME AGAIN!
193,3973,1202,3973,1202,4037,193,4037,1 - 3 0 0 - 8 8 8 - 3 3 3
337,4062,1059,4062,1059,4126,337,4126,WWW.DOMINOS.COM.MY
17,4225,1372,4225,1372,4295,17,4295,WE ARE COMPLIANT TO THE PDPA 2010.
95,4321,1292,4321,1292,4378,95,4378,VISIT WWW.DOMINOS. .MY/TERMS
194,4406,1193,4406,1193,4467,194,4467,TO VIEW OUR PERSONAL DATA
330,4477,740,4477,740,4551,330,4551,PROTECTION
529,4612,616,4612,616,4676,529,4676,OV
133,4706,578,4706,578,4761,133,4761,DOMMAL FOOD
822,4708,892,4708,892,4753,822,4753,OE
1164,4694,1262,4694,1262,4754,1164,4754,HD
361,4790,647,4790,647,4854,361,4854,CO. NC.
810,4784,967,4784,967,4847,810,4847,060-
765,4608,851,4608,851,4674,765,4674,BY
1433,4784,1474,4784,1474,4837,1433,4837,1
