424,296,1306,296,1306,385,424,385,BHPETROL PERMAS JAYA 2
571,396,1147,396,1147,471,571,471,LOT PTD 101051
494,492,1224,492,1224,580,494,580,JALAN PERMAS 10/10
497,592,1217,592,1217,680,497,680,8175 MASAI, JOHOR
452,879,1176,879,1176,972,452,972,PREPAY CHIT NUMBER
611,977,1003,977,1003,1063,611,1063,57381
412,1174,1249,1174,1249,1253,412,1253,THIS IS NOT A RECEIPT
95,1278,1561,1278,1561,1363,95,1363,A TAX INVOICE WILL BE ISSUED UPON THE
172,1374,1528,1374,1528,1460,172,1460,COMPLETION OF THE SALE TRANSACTION
18,1565,772,1565,772,1647,18,1647,10-04-2018 08:11:53
962,1562,1454,1562,1454,1641,962,1641,CASHIER: 465
14,1659,971,1659,971,1755,14,1755,TRANSACTION NO: 1-494268
7,1863,177,1863,177,1951,7,1951,ITEM
671,1859,958,1859,958,1943,671,1943,U\PRICE
1114,1856,1564,1856,1564,1952,1114,1952,QNTY AMOUNT
-5,2051,123,2051,123,2135,-5,2135,PPF
598,2046,680,2046,680,2134,598,2134,P7
1196,2044,1285,2044,1285,2135,1196,2135,50
1346,2048,1561,2048,1561,2132,1346,2132,50.00
557,2241,1041,2241,1041,2335,557,2335,TOTAL AMOUNT
545,2340,725,2340,725,2424,545,2424,CASH
1186,2335,1277,2335,1277,2429,1186,2429,RM
74,2538,1553,2538,1553,2624,74,2624,THANK YOU FOR SHOPPING AT BHPETROMART
226,2641,1436,2641,1436,2723,226,2723,CUSTOMER SERVICE 1-300-22-2828
765,2052,969,2052,969,2134,765,2134,1.000
1343,2335,1557,2335,1557,2420,1343,2420,50.00
