199,187,1513,187,1513,278,199,278,MOONLIGHT CAKE HOUSE SDN BHD 862725-U
396,273,1315,273,1315,367,396,367,(GST REG NO: 001559298048)
-9,359,1687,359,1687,465,-9,465,NO.1, JALAN PERMAS 10/5, BANDAR BARU PERMAS JAYA
65,454,945,454,945,545,65,545,81750 JOHOR BAHRU, JOHOR.
480,542,1234,542,1234,621,480,621,WWW.MOONLIGHTCAKE.COM
1,902,182,902,182,978,1,978,TABLE
355,896,680,896,680,966,355,966,: COUNTER
-2,972,1279,972,1279,1063,-2,1063,INVOICE NO: SP-NULL-18/06/20-1022050
-2,1069,150,1069,150,1151,-2,1151,DATE
422,1048,1103,1048,1103,1144,422,1144,: 20/06/2018 18:07:10
-2,1144,641,1144,641,1241,-2,1241,PAYMENT TYPE: CASH
-5,1226,1100,1226,1100,1323,-5,1323,MEMBER NUMBER: 3000000100068587
536,1399,1173,1399,1173,1484,536,1484,TAKE AWAY
7,1580,858,1580,858,1665,7,1665,T-BUTTER SLICE CHEESE *#
1,1683,290,1683,290,1756,1,1756,DISCOUNT
1,1761,720,1761,720,1849,1,1849,T-GREEN TEA MOCHI *#
1,1852,296,1852,296,1931,1,1931,DISCOUNT
10,1937,615,1937,615,2022,10,2022,T-HONEY WALNUT *#
10,2025,291,2025,291,2098,10,2098,DISCOUNT
4,2107,545,2107,545,2192,4,2192,T-SAHA BREAD *#
10,2203,297,2203,297,2270,10,2270,DISCOUNT
1135,1574,1170,1574,1170,1647,1135,1647,1
1135,1747,1167,1747,1167,1817,1135,1817,1
1132,1916,1176,1916,1176,1992,1132,1992,1
1130,2086,1180,2086,1180,2165,1130,2165,1
1299,1566,1629,1566,1629,1645,1299,1645,RM4.15 ST
1191,1659,1445,1659,1445,1726,1191,1726,RM-0.41
1302,1741,1624,1741,1624,1814,1302,1814,RM3.30 ST
1197,1829,1454,1829,1454,1902,1197,1902,RM-0.33
1302,1914,1627,1914,1627,1993,1302,1993,RM3.70 ST
1197,2001,1460,2001,1460,2080,1197,2080,RM-0.37
1302,2086,1627,2086,1627,2165,1302,2165,RM4.60 ST
1194,2174,1460,2174,1460,2253,1194,2253,RM-0.46
463,2358,1176,2358,1176,2437,463,2437,TOTAL (INCL GST, 0%)
1379,2342,1633,2342,1633,2416,1379,2416,RM14.18
887,2440,1176,2440,1176,2519,887,2519,ROUNDING
755,2525,1629,2525,1629,2653,755,2653,RM0.02
744,2583,1136,2583,1136,2662,744,2662,GRAND TOTAL
1135,2525,1629,2525,1629,2657,1135,2657,RM14.20
823,2756,1180,2756,1180,2832,823,2832,TOTAL PAID
1372,2750,1635,2750,1635,2820,1372,2820,RM20.20
954,2843,1182,2843,1182,2922,954,2922,CHANGE
1413,2832,1629,2832,1629,2905,1413,2905,RM6.00
16,3022,586,3022,586,3107,16,3107,DISCOUNT SUMMARY
16,3197,612,3197,612,3276,16,3276,BIRTHDAY DISCOUNT
858,3191,1071,3191,1071,3267,858,3267,RM1.57
13,3367,414,3367,414,3455,13,3455,GST SUMMARY
18,3545,413,3545,413,3627,18,3627,GST SUMMARY
477,3537,621,3537,621,3620,477,3620,ITEM
685,3531,1036,3531,1036,3607,685,3607,AMOUNT(RM)
1100,3525,1354,3525,1354,3616,1100,3616,GST(RM)
18,3633,272,3633,272,3718,18,3718,ST = 0%
18,3721,278,3721,278,3797,18,3797,NS = 0%
469,3633,516,3633,516,3700,469,3700,4
472,3724,516,3724,516,3791,472,3791,0
685,3624,866,3624,866,3694,685,3694,14.18
685,3715,837,3715,837,3779,685,3779,0.00
1106,3621,1255,3621,1255,3688,1106,3688,0.00
1112,3700,1252,3700,1252,3779,1112,3779,0.00
24,3887,699,3887,699,3972,24,3972,20/06/2018 18:07:10
