236,-2,1289,-2,1289,78,236,78,DI HUAN YA RESTAURANT
253,103,1268,103,1268,174,253,174,COMPANY REG.NO: JM0681589-W
393,202,1130,202,1130,274,393,274,5,JALAN PERMAS 10/5,
266,298,1254,298,1254,370,266,370,BANDAR BARU PERMAS JAYA,
276,383,1243,383,1243,445,276,445,81750 JOHOR BAHRU,JOHOR
429,474,1086,474,1086,536,429,536,TEL/FAX:07-3886322
318,571,1201,571,1201,648,318,648,[GST ID : 001914093568]
15,813,540,813,540,885,15,885,TAX INVOICE
1093,748,1396,748,1396,841,1093,841,TABLE
1137,867,1352,867,1352,963,1137,963,TA3
7,934,268,934,268,999,7,999,INV NO :
328,937,566,937,566,999,328,999,199977
12,1048,498,1048,498,1115,12,1115,CASHIER : C001-
11,1147,205,1147,205,1224,11,1224,DATE :
318,1149,990,1149,990,1224,318,1224,07/04/2018 - 18.10:59
12,1252,113,1252,113,1311,12,1311,QTY
175,1247,472,1247,472,1314,175,1314,DESCRIPTION
1207,1242,1605,1242,1605,1307,1207,1307,TOTAL(RM) TAX
69,1379,105,1379,105,1436,69,1436,1
183,1374,312,1374,312,1433,183,1433,106
1306,1366,1614,1366,1614,1444,1306,1444,33.00 SR
180,1451,682,1451,682,1510,180,1510,'#TAKE AWAY#'
178,1560,1306,1560,1306,1625,178,1625,ROASTED DUCK WITH CHINESE
193,1656,656,1656,656,1734,193,1734,HERB (HALF)
10,1793,595,1793,595,1871,10,1871,TOTAL SALES AMOUNT
1316,1795,1489,1795,1489,1862,1316,1862,33.00
5,1901,271,1901,271,1973,5,1973,GST 6%
1352,1901,1492,1901,1492,1963,1352,1963,1.98
10,2053,629,2053,629,2136,10,2136,ROUNDING ADJUSTMENT
1347,2064,1484,2064,1484,2129,1347,2129,0.02
7,2209,286,2209,286,2276,7,2276,TOTAL
1225,2199,1478,2199,1478,2279,1225,2279,35.00
5,2354,196,2354,196,2424,5,2424,CASH
1264,2359,1479,2359,1479,2431,1264,2431,55.00
-3,2514,584,2514,584,2596,-3,2596,CHANGE RETURNED
1249,2522,1484,2522,1484,2594,1249,2594,20.00-
-1,2664,439,2664,439,2736,-1,2736,ITEM COUNT: 1
2,2822,444,2822,444,2902,2,2902,GST SUMMARY
664,2827,1057,2827,1057,2894,664,2894,AMOUNT(RM)
1192,2820,1479,2820,1479,2898,1192,2898,TAX(RM)
5,2928,269,2928,269,2995,5,2995,SR = 6%
871,2923,1049,2923,1049,2988,871,2988,33.00
1331,2928,1460,2928,1460,2995,1331,2995,1.98
571,3208,910,3208,910,3280,571,3280,THANK YOU!
444,3311,1039,3311,1039,3389,444,3389,PLEASE COME AGAIN
261,3409,1223,3409,1223,3476,261,3476,GOODS SOLD ARE NOT RETURNABLE!
-1,3531,465,3531,465,3598,-1,3598,CLOSED BY - C001-
936,3528,1482,3528,1482,3590,936,3590,07/04/2018-18:11:05
144,3640,1334,3640,1334,3731,144,3731,[POSWAY - MYTH POS SOLUTION]
