93,616,1557,616,1557,705,93,705,THE TOAST F&B SDN BHD (965752-T)
175,719,1470,719,1470,789,175,789,LOT 2110&2111 JALAN PERMAS UTARA
414,794,1221,794,1221,866,414,866,BANDAR BARU PERMAS
334,876,1308,876,1308,946,334,946,81750 JOHOR BAHRU JOHOR
560,956,1085,956,1085,1027,560,1027,TEL: 07-3886880
400,1033,1243,1033,1243,1103,400,1103,GST ID NO: 002069884928
496,1131,1148,1131,1148,1224,496,1224,TAX INVOICE
110,1282,700,1282,700,1359,110,1359,PS8418042783
1091,1270,1528,1270,1528,1350,1091,1350,08/04/2018
105,1381,528,1381,528,1453,105,1453,S/P: POS1
902,1369,1269,1369,1269,1451,902,1451,LOC: PMS
100,1483,371,1483,371,1553,100,1553,WALK IN
107,1594,395,1594,395,1688,107,1688,TABLE:
645,1599,810,1599,810,1717,645,1717,39
102,1775,254,1775,254,1850,102,1850,ITEM
419,1773,553,1773,553,1854,419,1854,QTY
581,1765,839,1765,839,1843,581,1843,U.PRICE
915,1768,1078,1768,1078,1846,915,1846,DISC
1252,1765,1541,1765,1541,1839,1252,1839,AMOUNT
102,1869,235,1869,235,1937,102,1937,404
546,1849,881,1849,881,1940,546,1940,TEH (ICE)
508,1968,554,1968,554,2033,508,2033,1
704,1956,856,1956,856,2026,704,2026,3.50
919,1952,1084,1952,1084,2020,919,2020,0.00
1292,1949,1536,1949,1536,2024,1292,2024,3.50 S
98,2068,241,2068,241,2143,98,2143,220
545,2050,929,2050,929,2127,545,2127,KAMPUNG
506,2157,552,2157,552,2227,506,2227,1
663,2152,854,2152,854,2229,663,2229,10.00
919,2150,1090,2150,1090,2225,919,2225,0.00
1262,2152,1530,2152,1530,2220,1262,2220,10.00 S
110,2266,228,2266,228,2334,110,2334,101
545,2256,1069,2256,1069,2328,545,2328,BUTTER KAYA
508,2357,551,2357,551,2422,508,2422,1
702,2355,859,2355,859,2427,702,2427,2.50
914,2353,1081,2353,1081,2418,914,2418,0.00
1291,2345,1533,2345,1533,2415,1291,2415,2.50 S
97,2461,240,2461,240,2533,97,2533,440
545,2447,920,2447,920,2522,545,2522,SUGARCA
506,2556,549,2556,549,2619,506,2619,1
702,2548,861,2548,861,2618,702,2618,2.90
965,2548,1074,2548,1074,2613,965,2613,.00
1289,2546,1526,2546,1526,2616,1289,2616,2.90 S
95,2647,598,2647,598,2729,95,2729,TOTAL ITEMS: 4
129,2775,477,2775,477,2847,129,2847,SUB TOTAL:
1330,2771,1523,2771,1523,2843,1330,2843,18.90
126,2865,653,2865,653,2950,126,2950,LESS DISCOUNT:
1364,2875,1521,2875,1521,2938,1364,2938,0.00
124,2974,385,2974,385,3046,124,3046,ROUND:
1361,2971,1520,2971,1520,3039,1361,3039,0.00
124,3097,987,3097,987,3196,124,3196,TOTAL DUE (GST INC):
1289,3092,1516,3092,1516,3172,1289,3172,18.90
129,3247,375,3247,375,3348,129,3348,PAID:
1279,3237,1523,3237,1523,3322,1279,3322,50.00
117,3418,523,3418,523,3529,117,3529,CHANGE:
1282,3411,1521,3411,1521,3496,1282,3496,31.10
170,3607,542,3607,542,3692,170,3692,S:GST(6%)
926,3602,1127,3602,1127,3672,926,3672,17.83
1366,3597,1513,3597,1513,3679,1366,3679,1.07
148,3897,808,3897,808,3984,148,3984,PLEASE COME AGAIN!
97,4196,827,4196,827,4276,97,4276,08/04/2018 03:09:12 PM
1038,2442,1210,2442,1210,2529,1038,2529,(ICE)
419,3235,595,3235,595,3310,419,3310,CASH
